,,,ID,,,,,,,,,,,lon,lat,,,,
11,I,17166,11607712,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,421631.13,525088.39,421291.37,525158.21,10,2
11,I,17167,11607713,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,422047.01,524823.31,421741.03,525021.66,10,2
11,I,17168,11607714,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,421725.52,524866.46,421741.03,525021.66,10,1
11,I,17169,11607715,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,421202.62,525002.03,420700.6,525113.16,10,3
11,I,17170,11607716,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,438502.57,540721.48,438808.72,541228.01,10,1
11,I,17171,11607717,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439114.09,541219.18,439202.67,540993.4,10,1
11,I,17172,11607718,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439337.93,540888.55,439312.43,541196,10,1
11,I,17173,11607719,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439503.14,541167.93,439665.19,541084.79,10,2
11,I,17174,11607720,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,440082.84,541351.93,439654.86,541192.98,10,1
11,I,17175,11607721,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,440044.15,540669.13,440042.74,541059.1,10,1
11,I,17176,11607722,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439429.03,540638.89,439436.95,540520.84,10,1
11,I,17177,11607723,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,440267.77,539804.43,440216.68,540467.95,10,1
11,I,17178,11607724,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439412.57,539694.49,441107.9,539802.63,10,2
11,I,17179,11607725,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439826.41,540507.68,439805.04,540533.11,10,1
11,I,17180,11607726,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,439262.82,540858.49,439361.71,540885.34,10,2
11,I,17181,11607727,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,438103.4,539922.73,438264.55,540598.6,10,2
11,I,17182,11607728,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,438242.79,540665.02,438502.57,540721.48,10,1
11,I,17183,11607729,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,438227.54,540179.73,438327.76,539915.49,10,1
11,I,17184,11607730,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,403754.1,530452.41,402138.98,527641.21,10,2
11,I,17185,11607731,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,402523.01,528684.14,406690.25,529984.12,10,1
11,I,17186,11607732,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,402527.28,527496.93,406221.92,529621.08,10,2
11,I,17187,11607733,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,405023.41,528969.53,405309.48,527531.07,10,1
11,I,17188,11607734,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,406853.39,530974.26,406601.65,531041.31,10,1
11,I,17189,11607735,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,406590.9,528776.55,406447.47,527546.23,10,2
11,I,17190,11607736,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409299.8,531497.25,407404.8,531437.95,10,1
11,I,17191,11607737,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,407115.7,531289.19,408453.47,530498.87,10,2
11,I,17192,11607738,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,407316.16,529681.83,407100.94,530007.48,10,1
11,I,17193,11607739,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,406830.4,528654.03,407453.49,529411.66,10,1
11,I,17194,11607740,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,407532.19,529299.78,410006.94,530479.93,10,3
11,I,17195,11607741,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,408006.08,528550.08,408288.27,529337.04,10,1
11,I,17196,11607742,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409117.03,529055.46,408260,527903,10,4
11,I,17197,11607743,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,408260,527903,408861,528873,10,3
11,I,17198,11607744,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,408800.53,528375.44,409157.73,529024.12,10,1
11,I,17199,11607745,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,408241.72,529488.05,408951.35,529321.11,10,2
11,I,17200,11607746,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409117.03,529055.46,408670.92,529754.21,10,2
11,I,17201,11607747,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410272.3,528714.99,409882.77,529025.92,10,1
11,I,17202,11607748,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,407999.68,530866.78,410058.83,531616.21,10,2
11,I,17203,11607749,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409209.46,531238.47,409308.07,531498.73,10,1
11,I,17204,11607750,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,411098.42,531942.65,410130.69,531568.52,10,3
11,I,17205,11607751,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410890.4,532227.45,410813.7,531425.42,10,3
11,I,17206,11607752,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410828,532137,409440.88,532204.82,10,4
11,I,17207,11607753,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409915.58,532462.81,409731.53,532263.84,10,1
11,I,17208,11607754,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409681.53,532255.15,409336.91,533102.09,10,1
11,I,17209,11607755,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409930.01,532296.6,410161.83,532997.11,10,2
11,I,17210,11607756,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410179.14,533148.07,409288.16,533296.76,10,1
11,I,17211,11607760,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410911,533606.18,410569.56,533656.56,10,1
11,I,17212,11607757,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410476.64,533714.33,410161.83,532997.11,10,2
11,I,17213,11607758,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,409982.14,534375.94,411697.67,534554.71,10,3
11,I,17214,11607759,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410882,533295,410724.56,534711.85,10,3
11,I,17215,11607761,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,411487.94,534359.42,411793.79,533449.48,10,2
11,I,17216,11607762,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,411617.7,534072.04,410922.21,533302,10,1
11,I,17217,11607763,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,410882,533295,412303.62,532253.36,10,5
11,I,17218,11607764,2,1355,2,23/06/2020,1,1,22/06/2020,25/06/2020,22/06/2020,,411440.16,533189.4,410719.46,532871.55,10,1
11,I,17219,11706560,1,1355,5,21/04/2008,1,1,21/04/2008,29/11/2018,10/07/2014,,432525.43,535858.29,434980,536608,10,2
11,I,17220,11706561,1,1355,2,21/04/2008,1,1,21/04/2008,17/10/2018,10/07/2014,,433496.19,536193.31,433925.29,536233.06,10,22
11,I,17221,11706562,1,1355,2,21/04/2008,1,1,21/04/2008,22/06/2017,10/07/2014,,433662.27,537661.87,433745,537544,10,4
11,I,17222,11706563,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430405,535704,430376,535823,10,1
11,I,17223,11706564,2,1355,4,11/02/2010,1,1,21/04/2008,11/02/2010,11/02/2010,11/02/2010,423451,546025,423494,546151,10,0
11,I,17224,11706565,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423373.5,545688,423352.88,545693.83,10,1
11,I,17225,11706566,2,1355,4,11/02/2010,1,1,21/04/2008,11/02/2010,11/02/2010,11/02/2010,423493,546174,423613,546375,10,0
11,I,17226,11706567,2,1355,4,11/02/2010,1,1,21/04/2008,11/02/2010,11/02/2010,11/02/2010,423509,546252,423591,546236,10,0
11,I,17227,11706569,2,1355,2,21/04/2008,1,1,21/04/2008,04/09/2017,10/07/2014,,433223,534514,433465.8,534605.5,10,1
11,I,17228,11706570,2,1355,4,30/06/2017,1,1,21/04/2008,30/06/2017,11/12/2014,30/06/2017,423525,545356,423592,545287,10,0
11,I,17229,11706571,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423892.4,546288.91,423830.37,546195.8,10,1
11,I,17230,11706572,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423417.14,545514.22,423462.19,545525.76,10,1
11,I,17231,11706573,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,434154,536332,434051.71,536239.43,10,1
11,I,17232,11706574,2,1355,2,21/04/2008,1,1,21/04/2008,30/10/2017,10/07/2014,,434122,533923,434232,534599,10,1
11,I,17233,11706576,1,1355,2,21/04/2008,1,1,21/04/2008,21/06/2017,10/07/2014,,434514.91,540984.35,434183.9,540958.25,10,12
11,I,17234,11706578,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432402.98,535158.47,432449.37,535088.04,10,2
11,I,17235,11706579,1,1355,2,21/04/2008,1,1,21/04/2008,10/01/2019,10/07/2014,,435112,539298,433423,537112,10,15
11,I,17236,11706580,1,1355,2,21/04/2008,1,1,21/04/2008,28/09/2017,10/07/2014,,431513.58,547204.74,431827.14,546746.01,10,1
11,I,17237,11706581,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,434009.61,536235.23,434089.62,536306.69,1,3
11,I,17238,11706582,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433630.31,537383.82,433585.28,537356.8,10,1
11,I,17239,11706583,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430746.78,538236.3,430783.15,538253.56,10,1
11,I,17240,11706584,1,1355,2,21/04/2008,1,1,21/04/2008,02/08/2018,10/07/2014,,433299.65,542219.84,433282,542140,10,3
11,I,17241,11706585,1,1355,2,21/04/2008,1,1,21/04/2008,18/09/2017,10/07/2014,,432002.58,536171.07,432232.68,536095.59,10,23
11,I,17242,11706586,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431547.13,535079.9,431581,535108,10,1
11,I,17243,11706587,1,1355,2,21/04/2008,1,1,21/04/2008,27/06/2019,10/07/2014,,433639.31,542062.17,433671.8,542087.04,10,1
11,I,17244,11706588,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,434353.61,541081.7,434164.99,541335.01,10,1
11,I,17245,11706589,1,1355,2,21/04/2008,1,1,21/04/2008,09/12/2021,10/07/2014,,435863.87,541271.16,436043,541377,10,2
11,I,17246,11706590,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,434353.61,541081.7,434164.99,541335.01,10,1
11,I,17247,11706591,1,1355,2,21/04/2008,1,1,21/04/2008,02/06/2016,10/07/2014,,433041.6,544189.15,433907.04,543366.55,10,8
11,I,17248,11706592,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,432146,535662,431545,534779,10,20
11,I,17249,11706593,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432639.61,544811.35,432681.44,544764.36,10,1
11,I,17250,11706594,1,1355,2,01/12/2021,1,1,21/04/2008,01/12/2021,10/07/2014,,431874,536116,431852.69,536103.86,1,1
11,I,17251,11706595,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430876.81,538526.61,430957.46,538570.88,10,2
11,I,17252,11706596,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423609.09,545643.69,423532.14,545642.97,10,1
11,I,17253,11706597,1,1355,2,21/04/2008,1,1,21/04/2008,22/06/2017,10/07/2014,,430437,538362.15,430876,537409,10,17
11,I,17254,11706598,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430267,538872,430437,538362.15,10,3
11,I,17255,11706599,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433830.9,542415.05,433828.1,542351.74,1,3
11,I,17256,11706600,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432888.87,544445.86,432907.7,544418.87,10,1
11,I,17257,11706601,1,1355,2,21/04/2008,1,1,21/04/2008,05/04/2023,10/07/2014,,434633.88,538366.33,434616.74,538389.4,10,1
11,I,17258,11706602,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423596.29,546128.81,423531.64,546136.58,10,1
11,I,17259,11706603,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423400.29,545762.2,423363.07,545660.39,10,4
11,I,17260,11706605,1,1355,2,21/04/2008,1,1,21/04/2008,14/12/2017,10/07/2014,,423556.91,545621.73,422907.78,545729.52,10,18
11,I,17261,11706606,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,434416.23,540972.35,434401.44,540908.99,10,1
11,I,17262,11706607,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432986.28,544266.53,432964.79,544335.18,10,2
11,I,17263,11706608,1,1355,2,21/04/2008,1,1,21/04/2008,21/07/2020,10/07/2014,,432368.29,535748.82,432479.95,535507.08,10,9
11,I,17264,11706609,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423520.98,545817.96,423575.42,545899,10,1
11,I,17265,11706610,4,1355,2,21/04/2008,1,1,21/04/2008,08/12/2016,12/01/2015,,432032.58,539305.63,431047,537773,10,1
11,I,17266,11706611,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,21/04/2008,,436043,541377,436081,541292,10,1
11,I,17267,11706616,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430780,538597.99,430620.44,538743.83,10,1
11,I,17268,11706612,1,1355,2,21/04/2008,1,1,21/04/2008,26/07/2016,10/07/2014,,432377,543670,433045,544183,10,6
11,I,17269,11706614,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430908,537671,430926,537645,10,1
11,I,17270,11706615,1,1355,5,21/04/2008,1,1,21/04/2008,27/09/2017,10/07/2014,,432846.62,544447.38,435049.78,545196.9,10,1
11,I,17271,11706617,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,12/01/2015,,431080.61,537819.39,431061,537945,10,2
11,I,17272,11706618,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431903.7,535511.38,431877.95,535475.59,10,1
11,I,17273,11706619,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431815.86,535447.63,431830.95,535458.06,10,1
11,I,17274,11706620,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423706.48,545969.56,423726.43,545942.71,10,1
11,I,17275,11706622,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431829,536196,431990.17,536148.33,10,2
11,I,17276,11706623,1,1355,2,30/11/2021,1,1,21/04/2008,30/11/2021,10/07/2014,,433728.06,537437.26,433752.33,537471.86,1,3
11,I,17277,11706624,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432852,543928,433011,543931,10,1
11,I,17278,11706625,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,436278.83,541418.25,436197.45,541407.91,10,1
11,I,17279,11706626,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431812,535470,431774.16,535466.41,10,1
11,I,17280,11706627,1,1355,2,21/04/2008,1,1,21/04/2008,01/12/2015,10/07/2014,,433898.6,543522.95,433941.06,543508.93,10,1
11,I,17281,11706628,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431056.83,537843.65,431127,537961,10,1
11,I,17282,11706630,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433122.12,544275.94,433044.95,544234.05,10,1
11,I,17283,11706631,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432170.05,546891.91,431889.99,546739,10,3
11,I,17284,11706637,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433242,542157,433277,542148,10,1
11,I,17285,11706633,1,1355,2,21/04/2008,1,1,21/04/2008,17/08/2016,10/07/2014,,431098,543991,432411,544831,10,6
11,I,17286,11706635,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431967.54,546552.41,432057.74,546627.15,10,1
11,I,17287,11706636,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433496.19,536193.31,433524,536247,10,1
11,I,17288,11706639,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431134.82,546660.74,431063.58,546151.88,10,1
11,I,17289,11706644,2,1355,2,21/04/2008,1,1,21/04/2008,26/07/2016,10/07/2014,,432834,543918,432878,543769,10,1
11,I,17290,11706645,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432783,543595,432777.36,543818.16,10,3
11,I,17291,11706646,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,03/12/2014,,432949,544243,432958.89,544302.96,10,1
11,I,17292,11706647,2,1355,4,11/12/2014,1,1,21/04/2008,30/09/2009,11/12/2014,11/12/2014,423428,545663,423527,545350,10,0
11,I,17293,11706648,1,1355,2,21/04/2008,1,1,21/04/2008,05/08/2020,10/07/2014,,423261.32,545662.74,423264.64,545683.18,10,1
11,I,17294,11706649,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430468,538099,430481,538069,10,1
11,I,17295,11706650,1,1355,2,21/04/2008,1,1,21/04/2008,14/12/2017,10/07/2014,,423684.35,546585.63,423214.03,545692.5,10,17
11,I,17296,11706651,1,1355,2,21/04/2008,1,1,21/04/2008,12/08/2015,10/07/2014,,431802.65,535333.05,431753.74,535252.54,10,3
11,I,17297,11706652,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433776.37,536078.26,433861.05,536118.54,1,1
11,I,17298,11706653,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432246.82,546786.6,432248.95,546924.48,10,3
11,I,17299,11706655,1,1355,5,21/04/2008,1,1,21/04/2008,21/06/2017,10/07/2014,,434165,541335,433819,542034,10,1
11,I,17300,11706656,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433829,542372,433684.91,542384.54,10,3
11,I,17301,11706658,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,432160,535637,432441.61,535032.29,10,13
11,I,17302,11706659,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433481.73,537188.43,433562.21,537323.28,10,1
11,I,17303,11706660,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432536,535883,432160,535637,10,6
11,I,17304,11706661,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423714.37,546455.67,423618.79,546383.7,10,3
11,I,17305,11706662,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432317,547010,432351.48,546954.25,10,1
11,I,17306,11706665,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,436135.48,541420.95,436138.23,541398.2,10,1
11,I,17307,11706666,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432300.36,535373.88,432237.09,535455.46,10,1
11,I,17308,11706667,1,1355,2,21/04/2008,1,1,21/04/2008,04/09/2017,10/07/2014,,431907,535447,431765,535364,10,4
11,I,17309,11706668,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431940.56,535604.49,431906.93,535558.69,10,1
11,I,17310,11706669,1,1355,2,21/04/2008,1,1,21/04/2008,01/12/2015,10/07/2014,,433941.06,543508.93,434011.67,543388.33,10,1
11,I,17311,11706671,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430764.39,537615.57,430713,537748,10,4
11,I,17312,11706672,4,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,436379.98,541454.68,437059.76,539692.25,10,1
11,I,17313,11706673,1,1355,2,21/04/2008,1,1,21/04/2008,14/07/2020,10/07/2014,,431470.23,535110.09,431535,534956,10,1
11,I,17314,11706675,1,1355,2,21/04/2008,1,1,21/04/2008,28/04/2022,10/07/2014,,431489.3,536585.69,431352.99,536666,10,5
11,I,17315,11706676,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432292.67,546722.74,432516.2,546979.97,10,1
11,I,17316,11706677,2,1355,2,21/04/2008,1,1,21/04/2008,21/09/2015,10/07/2014,,431440.93,545434.16,431689.04,545786.23,10,2
11,I,17317,11706678,2,1355,2,15/07/2020,1,1,15/07/2020,15/07/2020,15/07/2020,,434189,536363,434697.07,536725.25,10,4
11,I,17318,11706679,2,1355,4,30/06/2017,1,1,11/12/2014,30/06/2017,09/01/2015,30/06/2017,423525,545356,423428,545663,10,0
11,I,17319,11706680,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428957,540660.69,428987.52,540738.13,10,6
11,I,17320,11706681,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428909.19,540736,428890,540686,10,1
11,I,17321,11706682,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428947.5,540633.7,428978.07,540636.37,10,1
11,I,17322,11706683,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428897.55,540900.6,428917.04,540858.54,10,1
11,I,17323,11706687,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429676.08,540266,429690,540185,10,1
11,I,17324,11706684,1,1355,2,21/04/2008,1,1,21/04/2008,23/12/2021,10/07/2014,,429253,540722,429331.44,540652.22,1,1
11,I,17325,11706685,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430092,539895,430080.43,540019.05,10,3
11,I,17326,11706686,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429718.28,539721.73,429685.13,540011.7,10,7
11,I,17327,11706688,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429951.64,539847.08,430004.49,539937.52,10,3
11,I,17328,11706689,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429561.72,540248.26,429976.69,540101.66,10,11
11,I,17329,11706690,1,1355,2,21/04/2008,1,1,21/04/2008,19/04/2022,10/07/2014,,429685.13,540011.71,429393.66,540123.28,10,7
11,I,17330,11706691,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429558,540182,429441,540233.52,10,5
11,I,17331,11706692,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429986.98,540176.13,430110.64,540079.51,10,4
11,I,17332,11706693,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429843.28,540065.49,429969.99,540114.23,10,1
11,I,17333,11706694,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429746,539885,429761,539980,10,1
11,I,17334,11602015,2,1355,2,30/08/2016,1,1,30/08/2016,16/06/2017,30/08/2016,,427608,543128,427708.85,544120.69,10,2
11,I,17335,11602019,2,1355,2,30/08/2016,2,1,30/08/2016,30/05/2019,30/08/2016,,426134.29,542895.5,426516.64,542702.1,10,2
11,I,17336,11602016,2,1355,2,30/08/2016,2,1,30/08/2016,04/12/2018,30/08/2016,,426093.53,543297.67,426314.26,543306.3,10,1
11,I,17337,11602017,2,1355,2,30/08/2016,2,1,30/08/2016,30/08/2016,30/08/2016,,426041.52,543306.99,425665.99,543389.84,10,1
11,I,17338,11602018,2,1355,2,30/08/2016,2,1,30/08/2016,04/12/2018,30/08/2016,,425823.78,543869.1,425975.6,543716.08,10,1
11,I,17339,11602020,2,1355,2,30/08/2016,2,1,30/08/2016,30/08/2016,30/08/2016,,425754.81,542226.71,425577.27,542515.27,10,1
11,I,17340,11602021,2,1355,2,30/08/2016,2,1,30/08/2016,20/04/2020,30/08/2016,,426088.59,541868.48,425687.77,541858.24,10,1
11,I,17341,11602022,2,1355,2,30/08/2016,2,1,30/08/2016,30/08/2016,30/08/2016,,426575.93,541698.92,426288.73,541812.85,10,2
11,I,17342,11602023,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,426583.2,542355.78,426110.02,542169.34,10,1
11,I,17343,11602024,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,426779.18,541990.59,426544.46,542051.71,10,1
11,I,17344,11602025,2,1355,2,02/03/2017,1,1,02/03/2017,04/12/2018,02/03/2017,,426341.06,541044.08,426777.45,541015.14,10,1
11,I,17345,11602026,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,426343.07,540765.77,426956.85,540698.54,10,1
11,I,17346,11602027,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,426432.67,539759.7,426036.82,539466.85,10,1
11,I,17347,11602028,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,426575.21,542433.53,426608.39,542431.31,10,1
11,I,17348,11602029,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,427072.9,542083.28,427018.11,542401.59,10,2
11,I,17349,11602030,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,427015.28,542196.34,426873.81,542252.99,10,1
11,I,17350,11602031,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,427076.28,541707.48,426558.55,541584.65,10,2
11,I,17351,11602032,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,427024.24,541425.72,427076.28,541707.48,10,1
11,I,17352,11602033,2,1355,2,02/03/2017,1,1,02/03/2017,02/03/2017,02/03/2017,,427022.82,541894.22,426985.6,541906.53,10,1
11,I,17353,11602034,2,1355,2,14/03/2017,1,1,14/03/2017,14/03/2017,14/03/2017,,427098.41,541844.42,427059.67,542030.87,10,1
11,I,17354,11602035,2,1355,2,14/03/2017,1,1,14/03/2017,14/03/2017,14/03/2017,,427027.54,541878.77,427060.21,541831.63,10,1
11,I,17355,11602036,2,1355,2,14/03/2017,1,1,14/03/2017,14/03/2017,14/03/2017,,427101.39,541834.01,427187.49,541712.22,10,1
