,,,ID,,,,,,,,,,,lon,lat,,,,
11,I,5137,7002263,1,1355,2,21/04/2008,1,1,21/04/2008,29/09/2017,10/07/2014,,426091,550519,426255.57,550495.7,10,7
11,I,5138,7002264,1,1355,5,21/04/2008,1,1,21/04/2008,18/08/2015,10/07/2014,,425000,553110,425298,553182,10,8
11,I,5139,7002265,1,1355,2,26/06/2018,1,1,21/04/2008,14/11/2018,10/07/2014,,427491,550819,427434,551659,10,25
11,I,5140,7002266,4,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423273.3,549738.41,423745,549003,10,1
11,I,5141,7002267,1,1355,2,21/04/2008,1,1,21/04/2008,14/07/2020,10/07/2014,,423514.61,552053.78,423555.96,552123.79,10,4
11,I,5142,7002268,1,1355,2,21/04/2008,1,1,21/04/2008,03/11/2015,10/07/2014,,427353.1,552436.4,427213.14,552161.69,10,16
11,I,5143,7002270,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425684.37,553776.34,425673.18,553877.05,1,1
11,I,5144,7002271,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425655.18,553875.01,425663.72,553797.71,10,1
11,I,5145,7002272,1,1355,2,21/04/2008,1,1,21/04/2008,16/09/2015,10/07/2014,,425035.83,553200.87,425242.99,553290,10,12
11,I,5146,7002273,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427509.73,550415.85,427590.65,550428.89,10,1
11,I,5147,7002274,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423855,549022,423784,549146,10,1
11,I,5148,7002275,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,425718.28,550436.73,425949.58,550349.18,10,17
11,I,5149,7002276,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426686,550333,426648.32,550401.35,10,1
11,I,5150,7002277,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427498.19,550910.89,427546.25,551213.44,10,4
11,I,5151,7002278,1,1355,2,21/04/2008,1,1,21/04/2008,31/05/2016,10/07/2014,,426123.74,554164.1,425867.94,554137.59,10,2
11,I,5152,7002279,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425949,554223,425895,554217,10,1
11,I,5153,7002280,1,1355,2,21/04/2008,1,1,21/04/2008,13/12/2018,21/04/2008,,425916.51,550731.33,425945.25,550581.85,10,8
11,I,5154,7002284,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425484,554265,425553,554326,10,1
11,I,5155,7002281,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,422881.36,553575.74,422853.67,553473.2,10,2
11,I,5156,7002282,1,1355,2,14/10/2015,1,1,21/04/2008,14/11/2018,10/07/2014,,427434,551659,427065.41,551632.17,10,11
11,I,5157,7002283,1,1355,2,20/05/2021,1,1,21/04/2008,20/08/2021,10/07/2014,,427385.33,552643.3,427328.61,553879.81,10,19
11,I,5158,7002287,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,09/07/2014,,426405,551980,426409,552059,10,1
11,I,5159,7002285,1,1355,2,21/04/2008,1,1,21/04/2008,22/03/2023,10/07/2014,,424455.29,552276.58,424590.1,552183.51,1,1
11,I,5160,7002286,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424212.85,552409.47,424200.37,552451.94,10,2
11,I,5161,7002288,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423120.62,552790.12,423180,552828.04,10,1
11,I,5162,7002289,1,1355,2,21/04/2008,1,1,21/04/2008,19/09/2017,10/07/2014,,425622.65,553380.9,425878,555327.54,10,36
11,I,5163,7002291,1,1355,2,21/04/2008,1,1,21/04/2008,18/12/2018,10/07/2014,,428046.45,550848.57,427415,550161,10,15
11,I,5164,7002293,1,1355,2,21/04/2008,1,1,21/04/2008,14/10/2015,10/07/2014,,427422.6,551737.84,427140.4,551915.4,10,6
11,I,5165,7002294,1,1355,2,21/04/2008,1,1,21/04/2008,19/03/2020,10/07/2014,,427070.16,551641.42,423351.57,551560.63,10,30
11,I,5166,7002295,1,1355,2,21/04/2008,1,1,21/04/2008,18/08/2015,10/07/2014,,424285,552868,426108.01,552662.38,10,32
11,I,5167,7002296,1,1355,2,21/04/2008,1,1,21/04/2008,07/09/2018,10/07/2014,,427630.53,551758,427588,551689,1,1
11,I,5168,7002297,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427749,552419.99,427828,552217,10,2
11,I,5169,7002298,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423713.15,549107.54,423610.99,549075.48,1,2
11,I,5170,7002299,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,21/04/2008,,426139,554713,426207,554741,10,1
11,I,5171,7002300,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425425.57,553210.73,425494.23,553242.11,10,1
11,I,5172,7002301,1,1355,2,21/04/2008,1,1,21/04/2008,27/07/2017,10/07/2014,,425481.64,553178.85,425376.93,553104.42,10,3
11,I,5173,7002302,1,1355,2,21/04/2008,1,1,21/04/2008,21/06/2018,10/07/2014,,422417.55,553573.55,422853.67,553473.2,10,7
11,I,5174,7002303,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426839.64,549468.11,426998.16,549490.95,10,1
11,I,5175,7002304,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426765,551323,426929,551330,10,5
11,I,5176,7002305,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424879,553255,424552,553314,10,4
11,I,5177,7002306,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425591,553632,425578.65,553513.04,10,3
11,I,5178,7002308,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424369,552831,424336.17,552892.38,10,1
11,I,5179,7002309,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426227.24,549147.28,426275.13,549301.2,10,1
11,I,5180,7002310,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423219.1,553003.51,423015,553068,10,7
11,I,5181,7002311,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,422801.3,552713.29,423046.34,552996.83,10,13
11,I,5182,7002314,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431634.52,550844.3,431631,550868.99,10,1
11,I,5183,7002315,2,1355,2,26/06/2018,1,1,02/07/2012,26/06/2018,02/07/2012,,426799,550033,426870.24,550376.35,10,2
11,I,5184,7002317,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423022.7,552988.43,423025.31,552923.24,10,1
11,I,5185,7002318,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429113.35,549601.76,429033.1,549264.07,10,11
11,I,5186,7002319,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429739.18,549257.35,429881.36,549240.59,10,2
11,I,5187,7002320,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429769.09,549440.94,429864.96,549462.58,10,1
11,I,5188,7002321,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429553,549509,429552.13,549331.06,10,14
11,I,5189,7002322,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429445.77,549591.9,429503.19,549343.74,10,4
11,I,5190,7002323,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429387.59,549533.85,429246.38,549554.77,10,5
11,I,5191,7002324,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429407,548887,429389.02,548986.63,10,3
11,I,5192,7002325,1,1355,2,21/04/2008,1,1,21/04/2008,15/05/2018,10/07/2014,,425130,552529,425155.95,552462.55,1,1
11,I,5193,7002326,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427587,550452,427500.44,550390.89,1,3
11,I,5194,7002327,1,1355,2,21/04/2008,1,1,21/04/2008,26/06/2018,10/07/2014,,427375,552932,427201.07,552927.87,10,3
11,I,5195,7002328,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423296.25,553019.37,423298.42,553038.82,10,3
11,I,5196,7002329,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429197.41,548859.59,429136.38,548908.13,10,1
11,I,5197,7002330,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,21/04/2008,,429844.07,549141.05,429876.2,549212.35,10,3
11,I,5198,7002331,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429683.39,549288.87,429652.19,549313.01,10,1
11,I,5199,7002332,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425898,554235,425947,554240,10,1
11,I,5200,7002333,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429619.75,548936.51,429048.67,549130.41,10,10
11,I,5201,7002334,1,1355,2,02/08/2021,1,1,21/04/2008,02/08/2021,10/07/2014,,428962.95,549118.62,428963.46,549105.34,10,19
11,I,5202,7002335,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429763,549139,429732.47,549157.68,10,3
11,I,5203,7002336,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429303.04,548990.39,429566.45,549020.51,10,1
11,I,5204,7002337,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429751.41,549111.23,429815.7,549091.4,10,3
11,I,5205,7002338,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,429530.62,549092.05,429610.2,549087.12,10,3
11,I,5206,7002339,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,09/04/2015,,429459.38,549237.07,429441.01,549290.88,10,1
11,I,5207,7002340,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,21/04/2008,,429799.74,549011.23,429798,549176.95,10,9
11,I,5208,7002341,1,1355,2,21/04/2008,1,1,21/04/2008,04/07/2017,10/07/2014,,421890.95,551911.56,423231.07,553009.4,10,14
11,I,5209,7002342,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425641.93,553430.76,425668,553596,10,4
11,I,5210,11005909,1,1355,2,08/12/2014,1,1,08/12/2014,30/07/2015,08/12/2014,,409759.57,553027.35,409802.22,552916.01,10,1
11,I,5211,11005910,1,1355,2,02/06/2021,1,1,21/04/2008,02/06/2021,10/07/2014,,410978,549764,410959,549763,10,1
11,I,5212,11005912,1,1355,2,02/06/2021,1,1,21/04/2008,02/06/2021,10/07/2014,,411669,550514,411912,550492,10,1
11,I,5213,11005913,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,412672,552073,412629,552095,10,1
11,I,5214,11005918,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,411803.48,549696.23,411745,549765,10,1
11,I,5215,11005914,1,1355,2,02/06/2021,1,1,21/04/2008,02/06/2021,10/07/2014,,411688,550705,411769,550697,10,1
11,I,5216,11005915,2,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409321,552980,409387,553026,10,1
11,I,5217,11005917,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411001,550826,411062,550747,10,1
11,I,5218,11005919,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411776,551464,411007,551851,10,27
11,I,5219,11005920,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411227.23,551773.22,411301.85,551722.94,1,1
11,I,5220,11005921,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,412106.44,549191.79,412069.45,549233.65,10,1
11,I,5221,11005922,2,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,18/02/2015,,409784.54,553180.24,409874.53,553133.03,10,1
11,I,5222,11005923,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,28/09/2012,,411279.4,550683.91,411201,550595,10,1
11,I,5223,11005924,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415698.22,540283.46,415629.34,540393.45,10,1
11,I,5224,11005925,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418372.14,542510.62,418376.24,542301.59,10,8
11,I,5225,11005926,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418623.21,542301.81,418476.99,542288.98,10,3
11,I,5226,11005927,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418578.72,542325.31,418626.96,542382.84,10,2
11,I,5227,11005928,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418511.33,542393.55,418372.14,542510.62,10,5
11,I,5228,11005929,1,1355,2,21/04/2008,1,1,21/04/2008,19/09/2017,10/07/2014,,418486.03,542485.38,418517.18,542554.2,10,2
11,I,5229,11005930,1,1355,2,21/04/2008,1,1,21/04/2008,18/07/2017,10/07/2014,,418866.94,542313.82,418519.69,542403.72,1,7
11,I,5230,11005931,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418757,542367,418726.15,542300.04,10,1
11,I,5231,11005932,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418372.14,542510.62,418540.14,542428.61,10,3
11,I,5232,11005933,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418430.63,542537.65,418463,542572,10,1
11,I,5233,11005934,1,1355,2,21/04/2008,1,1,21/04/2008,13/09/2018,10/07/2014,,418484.44,542361.72,418625.68,542533.81,10,9
11,I,5234,11005935,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418895.74,542255.07,418616.68,542522.44,10,3
11,I,5235,11005937,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411180,551153,411393.62,551278.16,10,3
11,I,5236,11005939,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411201,550595,411210.7,550568.01,10,1
11,I,5237,11005944,1,1355,2,21/04/2008,1,1,21/04/2008,14/11/2018,10/07/2014,,410916.79,551657.04,410836.8,551671.98,10,3
11,I,5238,11005945,1,1355,2,21/04/2008,1,1,21/04/2008,13/02/2018,10/07/2014,,410765.87,551052.78,410859.32,551113.5,10,2
11,I,5239,11005947,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415533,540224,415576,540200,10,1
11,I,5240,11005948,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415763.02,540342.88,415720.35,540399.28,10,1
11,I,5241,11005950,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,409044,552445,409098,552591,10,1
11,I,5242,11005951,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409253,552363,409261.05,552231.14,10,3
11,I,5243,11005952,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,410216.94,551760.44,410273,551762,10,1
11,I,5244,11005954,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,410683.52,551608.79,410678.29,551120.06,10,7
11,I,5245,11005956,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409803,552968,409708.76,553103,10,3
11,I,5246,11005957,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,412748.14,552167.43,412721,552205,10,1
11,I,5247,11005958,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,410265,551720,410265,551672,10,1
11,I,5248,11005959,1,1355,2,06/02/2018,1,1,21/04/2008,06/02/2018,10/07/2014,,412169,551573,412299.38,551604.38,10,1
11,I,5249,11005960,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,410327,553286,410360,553310,10,1
11,I,5250,11005961,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411345.32,551098.78,411367.44,551064.27,10,2
11,I,5251,11005962,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,23/07/2012,,409143,552786,409449.26,551864.13,10,11
11,I,5252,11005963,1,1355,2,06/02/2018,1,1,21/04/2008,06/02/2018,10/07/2014,,412806,551663,412851,551586,1,1
11,I,5253,11005964,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409913.54,552710.12,409871,552571,10,3
11,I,5254,11005965,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,410363,551083,410623.48,551031.26,10,7
11,I,5255,11005967,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,411673.12,550579.43,411923.95,550556.47,10,1
11,I,5256,11005968,1,1355,2,21/04/2008,1,1,21/04/2008,15/10/2015,27/11/2012,,412058,552575,412170.6,552421.04,10,1
11,I,5257,11005970,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409389.42,551512.42,409296,551493,10,3
11,I,5258,11005971,1,1355,5,21/04/2008,1,1,21/04/2008,11/01/2023,10/07/2014,,420721,551271,420600.7,551138.77,10,1
11,I,5259,11005972,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,414841,553258,414939.62,553335.04,10,1
11,I,5260,11005973,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409801,551942,409970,551936.99,10,3
11,I,5261,11005974,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,418833.46,551750.07,418963.55,551803.25,10,1
11,I,5262,11005975,1,1355,2,21/04/2008,1,1,21/04/2008,28/09/2015,10/07/2014,,416646,551908,416786.06,552004.73,10,5
11,I,5263,11005976,2,1355,2,21/04/2008,1,1,21/04/2008,19/09/2017,10/07/2014,,419310.39,542299.37,419400,542043,10,5
11,I,5264,11005978,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,418522.61,542694.27,418451.25,542617.53,10,3
11,I,5265,11005980,1,1355,2,21/04/2008,1,1,21/04/2008,11/01/2018,10/07/2014,,411628.24,554194.94,411551,555797,10,8
11,I,5266,11005981,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,421827,549130,421835,549167,10,1
11,I,5267,11005982,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,421835,549173,421842,549203,10,1
11,I,5268,11005984,1,1355,2,21/04/2008,1,1,21/04/2008,18/05/2017,10/07/2014,,411551,555797,413291.73,555776.11,10,5
11,I,5269,11005987,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411786.8,543768.09,411702.86,543668.2,10,1
11,I,5270,11005988,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411817.98,543377.02,411367.09,543508.31,10,1
11,I,5271,11005989,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,409796.92,551989.3,410002.1,551985.7,10,4
11,I,5272,11005990,1,1355,2,21/04/2008,1,1,21/04/2008,02/03/2017,10/07/2014,,421977.06,543827.69,421354.06,543846.15,10,1
11,I,5273,11005991,1,1355,2,21/04/2008,1,1,21/04/2008,11/08/2016,10/07/2014,,419339.1,549962.7,421287,550919,10,9
11,I,5274,11005993,1,1355,2,21/04/2008,1,1,21/04/2008,20/08/2015,10/07/2014,,417335.04,549727.62,415830.53,550729.76,10,8
11,I,5275,11005994,2,1355,2,14/02/2018,1,1,21/04/2008,14/02/2018,10/07/2014,,406610.51,547945.08,406565.11,548181.2,10,1
11,I,5276,11005995,1,1355,2,21/04/2008,1,1,21/04/2008,09/08/2018,10/07/2014,,409484.42,542612.8,411406.73,542639.1,10,3
11,I,5277,11005996,1,1355,2,29/08/2019,1,1,21/04/2008,11/01/2023,10/07/2014,,416457.23,547607.05,412049.07,547807.64,10,10
11,I,5278,11005998,2,1355,2,15/12/2014,1,1,15/12/2014,07/08/2015,15/12/2014,,411967.98,548105.79,410990.32,548740.63,10,2
11,I,5279,11005999,1,1355,2,01/06/2021,1,1,21/04/2008,01/06/2021,10/07/2014,,412329.95,548973.63,412049.07,547807.64,10,6
11,I,5280,11006000,1,1355,2,21/12/2022,1,1,21/04/2008,21/12/2022,10/07/2014,,411062,550747,412329.95,548973.63,10,32
11,I,5281,11006001,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,410778,551111,410867,551143,10,5
11,I,5282,11006002,1,1355,2,21/04/2008,1,1,21/04/2008,17/07/2017,10/07/2014,,417078,549239,417279.8,550888.55,10,9
11,I,5283,11006005,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411907.19,554313.23,411548.42,553057.53,10,9
11,I,5284,11006006,1,1355,2,21/04/2008,1,1,21/04/2008,02/10/2019,18/02/2015,,413294.97,551974.24,411630.99,553186.05,10,13
11,I,5285,11006008,1,1355,2,21/04/2008,1,1,21/04/2008,07/02/2019,10/07/2014,,410011.66,554380.8,409630,553132,10,5
11,I,5286,11006009,1,1355,2,21/04/2008,1,1,21/04/2008,30/07/2015,10/07/2014,,410011.66,554380.8,410410,555065,10,4
11,I,5287,11006010,1,1355,2,21/04/2008,1,1,21/04/2008,18/05/2017,10/07/2014,,416731.07,555051.96,415379,556193,10,3
11,I,5288,11006011,1,1355,2,21/04/2008,1,1,21/04/2008,01/12/2015,10/07/2014,,418404,547748,417705.34,549340.12,10,2
11,I,5289,11006012,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,415525.18,553281.4,414849.2,552056.33,10,4
11,I,5290,11006013,1,1355,2,20/04/2015,1,1,20/04/2015,07/07/2015,20/04/2015,,411564,555801,410978.73,555682.65,10,3
11,I,5291,11006014,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,20/04/2015,,410340.99,555489,410978.73,555682.65,10,4
11,I,5292,11006015,1,1355,2,21/04/2008,1,1,21/04/2008,19/07/2017,10/07/2014,,418119.28,543666.26,417924.9,543037.74,10,3
11,I,5293,11006016,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411401,551606,411504,551567,10,1
11,I,5294,11006100,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411036.35,550975.15,411093.45,550885.29,10,2
11,I,5295,11006101,1,1355,2,21/04/2008,1,1,21/04/2008,23/05/2018,10/07/2014,,411005.97,550958.28,411036.35,550975.15,10,3
11,I,5296,11006102,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416391.5,551922.51,416327.84,551979.07,10,7
11,I,5297,11006103,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,410812,551367,410816,551387,10,1
11,I,5298,11006104,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416838,551485,416851.76,551539.36,10,3
11,I,5299,11006105,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411036.35,550975.15,411078.25,551003.24,10,1
11,I,5300,11006106,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411598.82,551474.09,411686.54,551459.15,10,5
11,I,5301,11006110,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411614.4,551564.81,411481.13,551444.13,10,5
11,I,5302,11006107,1,1355,2,21/04/2008,1,1,21/04/2008,18/08/2015,10/07/2014,,412005.32,549783.24,411808.69,549621.12,10,13
11,I,5303,11006108,1,1355,2,21/04/2008,1,1,21/04/2008,11/01/2018,10/07/2014,,410144.51,551181.68,409901.31,551090.94,10,23
11,I,5304,11006109,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417172,551582,417183,551611,10,1
11,I,5305,11006111,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411170,550036,411095.03,550153.2,10,5
11,I,5306,11006112,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411491.85,551255.93,411559.15,551290.69,10,4
11,I,5307,11006113,1,1355,2,21/04/2008,1,1,21/04/2008,15/02/2018,10/07/2014,,419003,551628.99,419018.04,551539.61,10,3
11,I,5308,11006114,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411563.46,551457.31,411614.66,551316.49,10,7
11,I,5309,11006115,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416628.24,556684.41,416676.61,556700.44,10,3
11,I,5310,11006116,1,1355,2,21/04/2008,1,1,21/04/2008,16/11/2021,10/07/2014,,419000.86,551067.36,419030.36,550935.44,10,7
11,I,5311,11006117,1,1355,2,21/04/2008,1,1,21/04/2008,22/12/2015,10/07/2014,,417714.64,551600.21,417732.51,551572.37,10,1
11,I,5312,11006118,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,417820.82,551686.03,417822.58,551600.59,1,5
11,I,5313,11006119,1,1355,2,21/04/2008,1,1,21/04/2008,23/05/2018,10/07/2014,,411026.74,550917.52,411059.48,550938.22,10,3
11,I,5314,11006120,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,410946.51,549822.75,410999.21,549780.47,10,5
11,I,5315,11006121,1,1355,2,21/04/2008,1,1,21/04/2008,16/10/2018,10/07/2014,,409778.36,551866.28,409812.24,551866.51,10,1
11,I,5316,11006122,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,420370.77,553154.86,420416.42,553156.01,10,1
11,I,5317,11006123,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,421581.55,545034.55,421537.77,545076.36,10,3
11,I,5318,11006124,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,413435.24,556171.21,413396.11,556227.58,10,5
11,I,5319,11006125,1,1355,2,21/04/2008,1,1,21/04/2008,05/08/2015,10/07/2014,,411082.37,549932.25,410971.23,549891.53,10,3
11,I,5320,11006126,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,411150.95,549762.13,411036.48,549547.9,10,17
11,I,5321,11006127,1,1355,2,21/04/2008,1,1,21/04/2008,14/11/2018,10/07/2014,,410116.62,552506.03,410177.4,552447.38,10,1
11,I,5322,11006128,1,1355,2,09/03/2016,1,1,21/04/2008,09/03/2016,19/03/2014,,419998.33,553337,419961.48,553110.72,10,13
11,I,5323,11006129,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,416057.39,551291.49,416093.29,551367.43,10,7
11,I,5324,11006130,1,1355,2,21/04/2008,1,1,21/04/2008,02/06/2017,10/07/2014,,414957.31,541406.74,417109.07,543123.24,10,5
11,I,5325,7002343,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,09/07/2014,,426364.9,552119.75,426365,552061,10,1
11,I,5326,7002347,1,1355,5,21/04/2008,1,1,21/04/2008,09/10/2015,10/07/2014,,424384,552339,424456,552286,10,2
11,I,5327,7002344,1,1355,2,21/04/2008,1,1,21/04/2008,20/02/2023,10/07/2014,,431223.8,551114.6,431197.02,550960.83,10,1
11,I,5328,7002345,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,431166,551189,431151,551274,10,1
